ci,absmag,log_lum,dist
0.6465768,1.1808726,1.4619836,262.44876
0.6692333,1.11656,1.4884179,269.9083
0.65258795,1.1630783,1.4691316,264.40076
0.66838604,1.118928,1.4874362,269.62796
0.6340318,1.2272683,1.4447331,258.28894
0.6084736,1.3360602,1.4051245,249.45618
0.6235637,1.2711504,1.4289349,254.69987
0.66147107,1.138253,1.4794241,267.33997
0.67918646,1.088744,1.4999503,273.20157
0.6650663,1.1282054,1.4835898,268.52954
0.64123976,1.1975607,1.4554733,260.7487
0.67811704,1.0917327,1.4987111,272.84772
0.6205459,1.2838461,1.4243464,253.66452
0.76916474,0.8464119,1.6015887,301.8532
0.7147513,0.9923597,1.5402958,284.60007
0.7098881,1.005397,1.5348197,283.0589
0.7493142,0.8995088,1.5792704,295.57703
0.6519143,1.164961,1.468351,264.17786
0.5927833,1.4092236,1.3776802,243.57237
0.65546995,1.1550242,1.4724708,265.35434
0.7101583,1.0047392,1.535105,283.13635
0.66387856,1.1315247,1.4822136,268.13657
0.68587273,1.0700582,1.5076973,275.4139
0.69718504,1.0395504,1.5204874,279.0211
0.78486603,0.80410177,1.6192422,306.9043
0.71670157,0.9871568,1.5424846,285.215
0.63600737,1.2189867,1.4477147,258.96628
0.71128625,1.0016831,1.5363843,283.49777
0.65098494,1.1675581,1.4672743,263.87036
0.6279901,1.252595,1.4356151,256.2175
0.66039705,1.1412543,1.4781797,266.98462
0.65990794,1.1426213,1.477613,266.82275
0.68066335,1.0846169,1.5016614,273.69022
0.67401177,1.1032058,1.4939545,271.48938
0.7316534,0.9470133,1.5593382,289.9607
0.725811,0.9626414,1.5527693,288.11343
0.6419733,1.1952671,1.456368,260.98236
0.6547999,1.1568967,1.4716945,265.13263
0.700264,1.0311788,1.523988,280.01126
0.74982965,0.8982429,1.5798175,295.72617
0.7404951,0.9233033,1.5692962,292.76355
0.6386439,1.2079341,1.4516938,259.87027
0.62005293,1.2859492,1.4235749,253.49495
0.6772161,1.0942506,1.4976673,272.54962
0.7008291,1.0297513,1.5245993,280.17963
0.69614124,1.0422264,1.5193471,278.70532
0.6694718,1.1158935,1.4886942,269.9872
0.6852511,1.0717953,1.5069771,275.20822
0.7031115,1.0236359,1.5271685,280.90253
0.6373184,1.2134908,1.4496932,259.4158
