ci,absmag,log_lum,dist
0.6342703,1.9962928,1.1416695,199.49075
0.6618938,1.744376,1.2422999,213.57918
0.72802866,1.4452938,1.3615085,238.27766
0.7509887,1.3788,1.388026,243.82114
0.6438529,1.8596252,1.1962777,208.13766
0.6839694,1.6331607,1.2865208,221.6352
0.6915073,1.6081643,1.2964928,223.7706
0.64035285,1.7256473,1.2497066,216.94498
0.65332776,1.8544159,1.198434,207.8921
0.66753584,1.6927792,1.2628269,217.49673
0.664963,1.6871998,1.2650485,217.98048
0.6600402,1.7642372,1.2344716,212.99103
0.67634845,1.6178902,1.2926519,223.51566
0.72127175,1.4959427,1.3412753,233.54959
0.643003,1.8977475,1.1810601,205.65009
0.6712689,1.6556023,1.2776036,220.17783
0.65931726,1.7173424,1.2530708,215.87468
0.65984154,1.7617266,1.2354586,212.92696
0.6536832,1.804713,1.2182677,211.364
0.65298927,1.80548,1.217956,211.34201
0.6395247,1.9829698,1.1470282,200.15457
0.6569165,1.7176707,1.2529434,215.9125
0.6764385,1.5925655,1.3027791,226.03462
0.64642984,1.9320405,1.1674061,202.9307
0.64798576,1.8567872,1.1974437,208.15411
0.77211654,1.2749048,1.4295064,253.1774
0.65981716,1.7615225,1.2355376,212.91975
0.67993295,1.6375859,1.284764,221.38445
0.68194515,1.6104687,1.2956018,223.99146
0.6734829,1.6440488,1.2822002,221.04436
0.6545224,1.7550212,1.2381028,214.14095
0.68530256,1.6076529,1.2967172,224.11385
0.6671017,1.7180773,1.2527683,215.60997
0.6625942,1.7341108,1.2463998,214.53656
0.6596246,1.7591703,1.2364453,212.79974
0.67012423,1.6403731,1.2836809,221.5688
0.6696137,1.7036111,1.2585076,216.52675
0.701665,1.5383569,1.3243766,230.2473
0.70863444,1.515657,1.3334321,232.1807
0.6906783,1.5535822,1.3183231,229.24791
0.6784495,1.6263807,1.2892498,222.57076
0.64131176,1.992547,1.1432215,199.44669
0.7122107,1.5162832,1.3331702,231.94984
0.75544393,1.3759966,1.3891329,243.8906
0.65441775,1.75283,1.2389767,214.11012
0.78693855,1.2474777,1.4404272,255.21185
0.70875055,1.536658,1.3250332,230.0828
0.65523535,1.7534454,1.2387383,213.92015
0.6768956,1.6084067,1.2964427,224.43477
0.6433689,1.9696068,1.1523917,200.69151
