ci,absmag,log_lum,dist
0.67694944,0.95671684,1.5569175,292.6254
0.79326856,0.6716694,1.6711527,333.70688
0.791943,0.6985064,1.6604455,329.20938
0.74994045,0.6939809,1.662199,330.9771
0.80806607,0.61025316,1.695756,342.7716
0.7103251,1.0219388,1.530992,280.0543
0.7587683,0.7296429,1.6479092,325.574
0.74162096,0.848025,1.6005778,306.96106
0.7601249,0.6748249,1.6698761,333.71072
0.75483894,0.7800291,1.6277554,317.7112
0.7357626,0.89356834,1.5823894,299.56473
0.72172546,0.83767515,1.6046149,309.927
0.7886031,0.82823676,1.6086893,307.28854
0.71447027,0.8977074,1.5806329,300.25064
0.7876739,0.7262804,1.6493499,324.7444
0.7983134,0.57626075,1.7093766,347.9368
0.7494897,0.8026795,1.6186975,314.19208
0.7619168,0.7313377,1.6472304,325.28644
0.750259,0.8150603,1.6137648,312.0269
0.7446626,0.83923537,1.6040976,308.2635
0.8005373,0.69175893,1.6631787,329.79974
0.78795946,0.67619306,1.6693305,333.19278
0.81376207,0.5758992,1.7095228,347.81604
0.8054985,0.66024774,1.6757677,334.85782
0.7809065,0.6463092,1.6813049,337.71652
0.7011784,0.9545283,1.5579109,291.41418
0.6882169,0.97441,1.5499189,288.866
0.6994187,0.8044062,1.6179444,315.12646
0.7005769,0.9036307,1.578202,300.1477
0.75750595,0.7246937,1.6498923,326.32428
0.7649859,0.76043516,1.6356186,320.3944
0.7008094,0.8907946,1.5833268,302.2639
0.78593713,0.703343,1.6584871,328.77612
0.8048522,0.6697901,1.6719596,333.2701
0.805933,0.65131813,1.6793303,336.35474
0.6678431,0.8632782,1.5943501,306.72833
0.7411086,0.72495335,1.6497867,326.47092
0.81784266,0.5883221,1.7045451,345.92252
0.7255574,0.8530491,1.5984946,307.15372
0.7390642,0.8206815,1.6114677,311.79904
0.74669474,0.88710326,1.5850209,299.95508
0.76684016,0.74092406,1.6434075,323.60593
0.7186357,0.8767211,1.5890214,303.56296
0.7321675,0.7525646,1.6387216,322.46588
0.7897826,0.5827761,1.7067649,347.0643
0.75543016,0.7775567,1.6287442,318.09488
0.8437201,0.5377664,1.7248063,353.14832
0.6842521,0.95158726,1.5589992,293.0239
0.76014847,0.75489324,1.6378043,321.6575
0.67648196,0.90062064,1.5793871,301.0775
